HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	FemaleMaturity_days	Male maturity_days	GestationPerIncubation_days	Weaning_days	LitterPerClutchSize	LittersPerClutchesPerYear	InterlitterPerInterbirthInterval	Birth weight_g	Weaning weight_g	AdultWeight_g	GrowthRatePerDay	MaximumLong_Years	Source	SpecimenOrigin	SampleSize	DataQuality	IMRperYear	MRDT_yrs	MetabolicRate_W	BodyMass_g	Temperature_K
2418	Animalia	Chordata	Mammalia	Primates	Galagidae	Galagoides	demidoff	256	270	111	50	1.1	1	365	7.5		60		13.4	671	captivity	small	acceptable			0.372	62.4	
2419	Animalia	Chordata	Mammalia	Primates	Galagidae	Otolemur	crassicaudatus	495	639	130	138	1.5	1	119	43.2	500	1094.5		22.7	671	captivity	medium	acceptable			2.595	993.5	309.75
2420	Animalia	Chordata	Mammalia	Primates	Galagidae	Otolemur	garnettii	600	600	132	140	1	1.4	365	46		1300		20	1301	captivity	medium	acceptable			3.927	1314	309.15
2421	Animalia	Chordata	Mammalia	Primates	Galagidae	Paragalago	zanzibaricus	265	365	120		1.3	2		14.1		146.8				unknown	small	low					
2422	Animalia	Chordata	Mammalia	Primates	Galagidae	Sciurocheirus	alleni	243	274	133		1.3	1	365	24		273				unknown	small	low					
2423	Animalia	Chordata	Mammalia	Primates	Hominidae	Gorilla	gorilla	2829	4015	256	834	1	0.3	1397	2061.4	12595	139842	0.0008	60.1	1151	captivity	large	acceptable					308.65
2424	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	sapiens	4745	5110	280	639	1	0.3	639	3312.5	11750	62035	0.0005	122.5	29	captivity	huge	high	0.0002	8	82.78	70000	310.15
2425	Animalia	Chordata	Mammalia	Primates	Hominidae	Pan	paniscus	3194		232	635	1	0.2	1825	1331	8500	39925		55	671	captivity	tiny	acceptable					
2426	Animalia	Chordata	Mammalia	Primates	Hominidae	Pan	troglodytes	3376	2920	229	1111	1	0.2	840	1821	8500	44983.5	0.0007	59.4	671	captivity	large	acceptable	0.04	8			308.85
2427	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	pygmaeus	2555	2555	249	1003	1	0.2	1414	1736.5	11000	64475	0.0009	59	671	captivity	large	acceptable					
2428	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hoolock	hoolock	2556			709	1	0.3	1080			6875		41	671	captivity	small	acceptable					
2429	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	agilis				724	1	0.3	1138			5925		49	671	captivity	medium	acceptable					
2430	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	klossii			213	335	1	0.4				5900		37	671	captivity	tiny	acceptable					
2431	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	lar	2555	1825	217	600	1	0.5	1095	307.2	1070	6810	0.002	56	"John Gramieri, pers. comm."	captivity	large	high					
2432	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	moloch			243	724	1	0.4	730			6207.5		45	671	captivity	medium	acceptable					
2433	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	muelleri			207		1		1080			5765		60	1079	captivity	medium	acceptable					
2434	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	pileatus			228		1					5735		38	671	captivity	medium	acceptable					
2435	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	concolor	3080		207	724	1		821			6852.5		46.1	671	captivity	small	acceptable					
2436	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	leucogenys								497		6000		44.1	671	captivity	small	acceptable					
2437	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Symphalangus	syndactylus	2190	2190	231	642	1	0.4	607	517		10900		43	671	captivity	small	acceptable					
2438	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	diadema	1186	913	157	277	1	0.5	745	145		5550		21	540	wild	small	questionable					
2439	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	tattersalli	1642			155				98		3545		20	671	captivity	small	questionable					
2440	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	verreauxi	912	912	148	150	1	1	537	72.25		5000		31	1091	wild	medium	acceptable			3.738	3350	309.15
2441	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	coronatus	608		126		1.24	1		70		1645		27	671	captivity	medium	acceptable					
2442	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	fulvus	509	633	118		1.1	2	548	73		2485		35.5	671	captivity	medium	acceptable			4.239	2374.1	309.65
2443	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	macaco	540	266	120		1.4	1	365	70.1		2467		37.5	"Thomas Brockmann, pers. comm."	captivity	medium	acceptable					
2444	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	mongoz	650	1065	120		1	1		62		1555		36.2	671	captivity	medium	acceptable					
2445	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	rubriventer	646	1350	120		1			76.5		2191.5		31.7	1301	captivity	medium	acceptable					
2446	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur	aureus			142	135	1	1	365			1455				unknown	small	low					
2447	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur	griseus	880	1346	145		1.1	1.1	335	50.4		1012.5		23.3	671	captivity	small	acceptable					
2448	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur	catta	595	912	135	152	1.1	0.9	365	70.6		2555		37.3	671	captivity	large	high					
2449	Animalia	Chordata	Mammalia	Primates	Lemuridae	Prolemur	simus			142		1	1				1737.5		17.6	671	captivity	small	acceptable					
2450	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia	rubra	609	650	98		2.2			109.73		3601.3		37.5	1301	captivity	small	acceptable					
2451	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia	variegata	605	649	98		1.9	1	365	107.17		3482.3		39.4	1301	captivity	large	high					
2452	Animalia	Chordata	Mammalia	Primates	Lepilemuridae	Lepilemur	mustelinus	592	546	135	85	1	1		27		700				unknown	small	low					
2453	Animalia	Chordata	Mammalia	Primates	Lepilemuridae	Lepilemur	ruficaudatus	595		136	122	1					779				unknown	small	low					
2454	Animalia	Chordata	Mammalia	Primates	Lorisidae	Arctocebus	calabarensis	279	270	133	115	1	1.5	137	26.1	160	257.5	0.0061	13	671	captivity	small	acceptable			0.731	206	309.15
2455	Animalia	Chordata	Mammalia	Primates	Lorisidae	Loris	tardigradus	380	365	166	150	1.3	1.5	288	11	139	238.2		21.6	1301	captivity	small	acceptable			0.714	284	308.65
2456	Animalia	Chordata	Mammalia	Primates	Lorisidae	Nycticebus	coucang	578		188	177	1	1	492	48.2	520	890.5		25.8	671	captivity	medium	acceptable			1.504	1128.6	308.55
2457	Animalia	Chordata	Mammalia	Primates	Lorisidae	Nycticebus	pygmaeus	273		188	133	2		448	23		419		19.3	1301	captivity	medium	acceptable					
2458	Animalia	Chordata	Mammalia	Primates	Lorisidae	Perodicticus	potto	547	547	170		1	1	354	38.3		919.9	0.0125	32.4	1301	captivity	small	acceptable			1.942	968.6	309.25
2459	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Cacajao	calvus	1204		182	639	1	0.5	776			3165		35.8	671	captivity	small	acceptable					
2460	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Cacajao	melanocephalus				639	1					2935				unknown	small	low					
2461	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Chiropotes	albinasus	1460		160		1					2910		20	671	captivity	small	acceptable					
2462	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Chiropotes	satanas	1460		160		1					2942.5		19.6	671	captivity	tiny	acceptable					
2463	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	aequatorialis										1200				unknown	small	low					
2464	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	irrorata										1200				unknown	tiny	low					
2465	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	monachus					1			120.67		1780		25	671	captivity	tiny	acceptable					
2466	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	pithecia	775	1460	158	122	1	1	319			1480		36	671	captivity	large	high					
2467	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	cupreus			132	206	1	0.9	395	74		1120		26.4	671	captivity	medium	acceptable					
2468	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	donacophilus					1					795		25	671	captivity	medium	acceptable					
2469	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	moloch	912		163	244	1	1	365	86		804		26.2	671	captivity	tiny	acceptable					
2470	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Carlito	syrichta			179	83	1			25.9		119.2		16	671	captivity	tiny	acceptable			0.43	113	306.95
2471	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Cephalopachus	bancanus	920		178	80	1	1.5	270	24.6		122.5		16.3	671	captivity	small	acceptable					
2472	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	tarsier	425	425	157	69	1	2.4	153	24.3		144.8				unknown	small	low			0.831	173	309.15
2473	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Elephas	maximus	3287	3287	644	548	1	0.2	1141	107000		3178000		65.5	671	captivity	large	acceptable			2336.5	3672000	308.95
2474	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	africana	4018	3650	670	1071	1	0.2	1707	105000	600000	4800000	0.0003	65	671	captivity	large	acceptable	0.002	8			309.35
2475	Animalia	Chordata	Mammalia	Rodentia	Abrocomidae	Abrocoma	bennettii					3	2				265.5		2.3	671	captivity	small	acceptable					
2476	Animalia	Chordata	Mammalia	Rodentia	Aplodontiidae	Aplodontia	rufa	730	730	29	56	2.75	1	365	25.5	393	1125	0.0288			unknown	small	low			1.892	706.8	311.15
2477	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	anselli	365	365								90	0.006	20.6	"Philip Dammann and Hynek Burda, pers. comm."	captivity	medium	acceptable		2			
2478	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	damarensis	511		93	83	2.5	1		9		180		15.5	"Bruce Goldman, pers. comm."	captivity	medium	acceptable			0.418	131.3	308.35
2479	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	hottentotus	450		81	46	2.86	1.5	132	8.63	26.1	132.5		11	671	captivity	small	questionable			0.35	78.9	307.55
2480	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	mechowi			112	65	2.6		112	19.6		250	0.006	16	957	captivity	medium	questionable					307.15
2481	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Georychus	capensis	304	304	44	17	5	2		8.4	36	181		11.2	671	captivity	tiny	questionable			0.637	193	309.55
2482	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Heliophobius	argenteocinereus			88		2	1.2		7		160				unknown	small	low			0.43	88.5	308.25
2483	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	glaber	228		70	36	7	3.5	81	2	11	35	0.0046	31	"Rochelle Buffenstein, pers. comm."	captivity	large	high			0.128	35.3	305.25
2484	Animalia	Chordata	Mammalia	Rodentia	Calomyscidae	Calomyscus	bailwardi					3.3	1				20.4		9.4	671	captivity	small	acceptable					
2485	Animalia	Chordata	Mammalia	Rodentia	Calomyscidae	Calomyscus	mystax					5	2				20.4				unknown	small	low					
2486	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Capromys	pilorides	304	304	125	100	2			240		4683.3	0.008	13.8	671	captivity	small	acceptable			3.375	2630	308.85
2487	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Geocapromys	brownii	365		123		2	2	168			1500		13.5	671	captivity	small	acceptable			4.11	2456	309.15
2488	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Geocapromys	ingrahami	730	730	117	53	1		325	80	250	660	0.0124			unknown	small	low			1.483	775	309.15
2489	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Plagiodontia	aedium			119		1			105.85		1267	0.0092	15.9	671	captivity	small	acceptable					
2490	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	canadensis	639	639	128	60	3.5	1	365	430		20250		23.4	671	captivity	small	acceptable					
2491	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	fiber	639	639	105	76	3	1	365	530	4200	25000	0.0104			unknown	small	low					
2492	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	aperea	74	77	63	17	2.5	5		59.66	171.1	341		6	671	captivity	large	high					
2493	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	porcellus	66	76	68	18	3.8	5	96	85	228	728	0.0106	12	"J. Veronica Kiklevich, pers. comm."	captivity	large	high			2.13	639.1	312.15
2494	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	tschudii	62		64		1.9	5				637.5		6.3	671	captivity	small	acceptable					
2495	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Dolichotis	patagonum	158	183	85	65	2	3.5	100	561.94		12500		14.4	671	captivity	large	high					
2496	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Galea	musteloides	66	60	54	39	2.63	7	53	37.99	136.8	337.9	0.0181	3.5	671	captivity	small	acceptable			1.473	322	310.45
2497	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Galea	spixii	70	112	53	42	2.5	6.5	53	40		450		4.6	671	captivity	small	acceptable					
2498	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Hydrochoerus	hydrochaeris	456	456	150	103	4.8	1.25	245	1500	8299	55000		15.1	671	captivity	large	high			36.754	26385	310.25
2499	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Kerodon	rupestris	151		75	35	1.5	5	86	76		950		12.9	671	captivity	medium	acceptable			2.011	801	311.35
2500	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	lanigera	240	240	111	54	2	2		35		642.5		17.2	671	captivity	large	acceptable			1.31	436.7	307.85
2501	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagidium	peruanum	365	365	140	59	1	2		180		1250				unknown	tiny	low					
2502	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagidium	viscacia			134		1.5			260		1540		19.5	671	captivity	small	acceptable					
2503	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagostomus	maximus	258	456	154	54	2	1.8		200	652.2	6000		10.8	671	captivity	medium	acceptable			10.623	6794	309.95
2504	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	argentatus					3.6	2.5				37.7				unknown	small	low			0.675	37.7	
2505	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	semicanus												3.8	671	captivity	small	acceptable					
2506	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	strelzowi			20	17	7.7	2.2		3	15	50				unknown	small	low					
2507	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	amphibius	51	45	21	14	5.1	3.2	32	5	42	120	0.0573	2.5	671	captivity	tiny	acceptable			0.613	94.7	310.65
2508	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Baiomys	taylori	44	75	20	21	3	10	24	1.2	3.6	8	0.0425	3.3	637	captivity	small	acceptable			0.095	7.2	309.15
2509	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus	barabensis				20	5.3			2	14			5.3	671	captivity	small	acceptable					310.05
2510	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetus	cricetus	43	56	20	23	7	2	131	7	105	506.7		3.6	671	captivity	small	acceptable			1.251	365.3	312.65
2511	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	groenlandicus	40	85	20	16	3.4	8.5	26	4.35	23	66	0.0402	3.3	434	unknown	medium	acceptable			0.459	56.8	311.55
2512	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	richardsoni	91		21	19	3.5			4		55				unknown	small	low					
2513	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	torquatus	91		18	19	4.07	2	23	2.97	25.5	85				unknown	small	low					
2514	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Eligmodontia	typus	49		18	18	5.6			1.725		21.4				unknown	small	low			0.167	17.5	309.55
2515	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ellobius	talpinus			26		3.7	4	35			40		5	1155	captivity	small	acceptable					
2516	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Lagurus	lagurus	38	44	20	21	4.5	5	25	1.35	5.8	20.3		3.8	671	captivity	medium	acceptable					
2517	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Lasiopodomys	brandtii	61				6	2.7		1.9		40		4.1	671	captivity	small	acceptable			0.428	40.2	
2518	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Lemmus	lemmus	24	44	19	15	7	2.5	26	3.8		70	0.022	3.3	671	captivity	small	acceptable			1.071	80	310.95
2519	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Lophiomys	imhausi				40	1.75					755		7.5	671	captivity	small	acceptable					
2520	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	auratus	48	48	16	20	9	3		2.45	22.93	105	0.0574	3.9	671	captivity	medium	acceptable			0.69	108.2	311.25
2521	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	brandti	41		15	19	8	3				174		4.4	475	unknown	medium	acceptable					
2522	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	agrestis	36	42	21	13	4.4	3.6	20	2.3	8.9	46		4.8	671	captivity	small	acceptable			0.367	25	310.75
2523	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	arvalis	38	56	21	20	5.1	5.5	20	1.85	8.9	27.5	0.0561	4.8	671	captivity	small	acceptable			0.343	21.9	310.15
2524	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	duodecimcostatus					2.53			2.21		23				unknown	small	low					
2525	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	guentheri	60	95	21	18	6	3.3	29	3	15	51.6		3.9	671	captivity	small	acceptable			0.447	43.8	311.45
2526	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	longicaudus					5.22	1.9				36.7				unknown	small	low			0.383	32.5	311.15
2527	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	ochrogaster	47		23	20	3.8	4	26	3.02	16.7	40	0.0666	5.3	671	captivity	small	acceptable			0.41	48.2	311.05
2528	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	oeconomus	30	48	22	19	7	3.5	29	2.43	18	58	0.0798			unknown	tiny	low			0.566	32.8	311.55
2529	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	pennsylvanicus	29	37	21	14	5.5	2.6	21	2.46	11.52	49	0.0397			unknown	small	low			0.428	38.2	311.65
2530	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	pinetorum	98		21	21	3	2.7	26	2.32	9.6	25.5	0.055	3.8	671	captivity	small	acceptable			0.305	24.8	311.45
2531	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	richardsoni			22	21	5.8	2		5.05	31.1	51				unknown	small	low			0.701	64.5	311.85
2532	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	subterraneus	96		22	24	2.7	4	24	1.6	9.4	20				unknown	small	low			0.276	17.8	310.95
2533	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Myodes	glareolus	47	72	20	20	4.3	3.2	21	1.82	9.8	20.8	0.0809	4.9	671	captivity	small	acceptable			0.312	21.5	
2534	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Myodes	rufocanus	62				4.1	2.8	30	2.25	10	29.5				unknown	tiny	low			0.321	27.2	
2535	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Myopus	schisticolor	33		22	20	4.6	2	25	3.2	15.7	25				unknown	small	low			0.522	26.4	312.15
2536	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	albigula	84	101	29	43	2	2	49	11.5	103.3	209		9.5	671	captivity	small	acceptable			0.735	177.6	309.15
2537	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	cinerea	353		30	27	3.68	2	30	13.5	107	335.5	0.0442			unknown	tiny	low			1.152	256.5	
2538	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	floridana	95		33	22	3.5	2.5	83	13.43	45.9	291	0.0654	8.6	671	captivity	medium	acceptable					
2539	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	lepida	76	76	33	31	3	3	60	8.45	35	236		10.5	671	captivity	small	acceptable			0.46	112.5	309.95
2540	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	micropus	136		35	26	2.51	2.4		11.7	35.6	236.3	0.0281			unknown	small	low					
2541	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Nyctomys	sumichrasti			30	21	2.25	5	38	4.7	40	50		5.7	671	captivity	small	acceptable					
2542	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ochrotomys	nuttalli			30	21	2.7		25	2.7	12.5	22	0.0591	8.4	671	captivity	small	acceptable			0.151	19.5	309.55
2543	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ondatra	zibethicus	285	285	26	25	6.7	2.7	30	22.72	152.1	1362	0.0323			unknown	tiny	low			4.363	976.3	310.55
2544	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Onychomys	leucogaster	100	114	31	23	4	2.5	32	2.6	13.1	32.5	0.0634	5.6	671	captivity	tiny	acceptable					
2545	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Onychomys	torridus	41	41	30	20	3.7	2.7	30	2.6	9.2	22	0.018	4.6	671	captivity	small	acceptable			0.165	19.1	309.15
2546	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	californicus	46		30	30	2	4.6	24	4.46	18.6	42		5.5	671	captivity	small	acceptable			0.267	47	309.55
2547	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	crinitus	70	70	24	28	3	2.05	27	2.2	14.1	16.5		7.7	647	captivity	small	acceptable			0.162	20.5	308.85
2548	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	eremicus	129		26	25	2.6	3.5	39	2.33		25		7.4	671	captivity	medium	acceptable			0.173	21	309.75
